query_hist,current_time,生成结果
用户:周四16点有个健身课，记一下; 你:周四16点到17点已经安排了看牙医。健身课要改个时间吗？; 用户:改到周四16点。; 你:好的，要上多久啊？; 用户:大概1小时吧。; 你:提前半小时叫你，可以吗？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""16点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 16:00:00"",""end_time"":""2025-07-03 17:00:00"",""remind_time"":""2025-07-03 15:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户: 周五8点有个展会要去; 你: 周五8点到9点已经安排健身了。展会要换个时间吗？; 用户: 改到周五8点。; 你: 好的，会持续多久啊？; 用户: 大概2小时吧。; 你: 提前半小时叫你，成不？; 用户: ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""周五8点有个展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 08:00:00"",""end_time"":""2025-07-04 10:00:00"",""remind_time"":""2025-07-04 07:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:周六18点想去看个展会; 你:周六18点到19点已经安排了健身课。看展会要换个时间吗？; 用户:不用换，就这个点; 你:好的，提前2小时叫你，行不？; 用户:可以,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""出行"",""content"":""去看个展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""18点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 18:00:00"",""end_time"":""2025-07-05 19:00:00"",""remind_time"":""2025-07-05 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:周日17点有个展会，记得提醒我; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""周日17点有个展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周日"",""start_time_chinese"":""17点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 17:00:00"",""end_time"":""2025-06-29 19:00:00"",""remind_time"":""2025-06-29 16:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:周天下午四点要去看牙医; 你:周天下午四点到六点已经安排健身了。看牙医要换个时间吗？; 用户:不用换，改到周天下午四点; 你:好的，会持续多久啊？; 用户:大概两小时吧; 你:提前两小时叫你，成不？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周天"",""start_time_chinese"":""下午四点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 16:00:00"",""end_time"":""2025-06-29 18:00:00"",""remind_time"":""2025-06-29 14:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周一12点有个展会，记录一下; 你:下周一12点到13点已经有工作例会。展会要换个时间吗？; 用户:改到下周一12点。; 你:提前1小时叫你，成不？; 用户:ok,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周一12点有展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 12:00:00"",""end_time"":""2025-06-30 13:00:00"",""remind_time"":""2025-06-30 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周二下午5点有个工作会议; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""下午5点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 17:00:00"",""end_time"":"""",""remind_time"":""2025-07-01 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周三下午4点有个展会，帮我记一下; 你:好的，什么时间提醒你？; 用户:提前15分钟提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周三下午4点有个展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 16:00:00"",""end_time"":"""",""remind_time"":""2025-07-02 15:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周四中午12点有个重要会议，帮我记一下; 你:好嘞，什么时间提醒你？; 用户:提前1小时提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""下周四中午12点有个重要会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 12:00:00"",""end_time"":"""",""remind_time"":""2025-07-03 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周五9点有个展会，帮我记一下; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周五9点有个展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 09:00:00"",""end_time"":"""",""remind_time"":""2025-07-04 07:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周六上午10点有个客户会议，帮我记一下; 你:下周六上午10点已经有健身房的预约了。客户会议要换个时间吗？; 用户:那就改到下周六10点吧; 你:什么时间提醒你？; 用户:提前3小时提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户会议"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""下周六"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 10:00:00"",""end_time"":"""",""remind_time"":""2025-07-05 07:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周日晚上7点有个展会想去看看; 你:下周日19点到20点已经安排健身了。展会要换个时间吗？; 用户:改到下周日19点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前3小时叫你，可以吗？; 用户:没问题,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""展会"",""content"":""下周日晚上7点的展会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 19:00:00"",""end_time"":""2025-07-06 21:00:00"",""remind_time"":""2025-07-06 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:下周天13点要去医院复查; 你:好的，需要提前多久提醒你啊？; 用户:提前15分钟提醒我,2025-06-29 02:05:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""要去医院复查"",""place"":""医院"",""related_person"":"""",""start_date_chinese"":""下周天"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 13:00:00"",""end_time"":"""",""remind_time"":""2025-07-06 12:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:05:38""}}"
用户:今天9点有个工作会议，记录一下; 你:今天上午9点到10点已经有健身课了。工作会议要换个时间吗？; 用户:改到今天9点; 你:好的，什么时间提醒你？; 用户:提前2小时提醒我,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""今天"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 09:00:00"",""end_time"":""2025-06-30 10:00:00"",""remind_time"":""2025-06-30 07:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
用户:明天晚上8点有个健身课，帮我记一下; 你:明天晚上8点到9点已经有同事聚餐了。健身课要换个时间吗？; 用户:改到明天20点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前1小时叫你，成不？; 用户:ok,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""20点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 20:00:00"",""end_time"":""2025-07-01 21:00:00"",""remind_time"":""2025-07-01 19:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
用户:后天晚上8点我想去看牙医; 你:后天晚上8点到10点已经约了健身课。看牙医要改个时间吗？; 用户:不改了; 你:好的，大概要看多久啊？; 用户:大概2小时吧; 你:提前2小时提醒你可以吗？; 用户:行,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:00:00"",""end_time"":""2025-07-02 22:00:00"",""remind_time"":""2025-07-02 18:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
用户:周一12点要去看牙医; 你:好的，什么时间提醒你？; 用户:提前1小时提醒我,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""去看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周一"",""start_time_chinese"":""12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 12:00:00"",""end_time"":"""",""remind_time"":""2025-06-30 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
用户:下周二下午1点有个客户会议，帮我记一下; 你:下周二下午1点到2点已经有健身计划了。客户会议要换个时间吗？; 用户:改到周二13点。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户会议"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""下周二"",""start_time_chinese"":""13点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-08 13:00:00"",""end_time"":""2025-07-08 14:00:00"",""remind_time"":""2025-07-08 12:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
用户:周三12点有个项目会议，帮我记一下; 你:周三12点到下午1点已经安排了健身训练。项目会议要换个时间吗？; 用户:改到周三12点。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周三"",""start_time_chinese"":""12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 12:00:00"",""end_time"":""2025-07-02 14:00:00"",""remind_time"":""2025-07-02 11:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
"用户:周四16点有个工作会议,记录一下; 你:周四16点到17点已经有客户拜访了。工作会议要换个时间吗？; 用户:改到下周二9点吧; 你:好嘞,提前1小时叫你,行不？; 用户:ok",2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""工作会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-08 09:00:00"",""end_time"":""2025-07-08 10:00:00"",""remind_time"":""2025-07-08 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
用户:周五下午1点有个会议，记录一下; 你:周五下午1点到下午2点已经有体检安排了。会议要换个时间吗？; 用户:不用换。; 你:什么时间提醒你？; 用户:提前2小时提醒我,2025-06-30 05:50:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""周五下午1点有个会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""下午1点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 13:00:00"",""end_time"":""2025-07-04 14:00:00"",""remind_time"":""2025-07-04 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 05:50:17""}}"
